WKT,OBJECTID,NAME,RT,DIR,FORWARD,mile_numbe,LOCATION,TOWNSHIP,COUNTY,MDOT_TSC,REGION,GARAGE,DATE_,POST_ID,MARKER_ID,DUPE,PR,MP
"MULTIPOINT (-83.674467990084167 42.090832582458241)",299,North US-23 - Mile 26,US-23,N,Forward,      26.000000000000000,North US-23 - Mile 26,MILAN,WASHTENAW,BRIGHTON,UNIVERSITY,CRC WASHTENAW,02/14/11,3205,3664,0,1431202,       0.476000000000000
"MULTIPOINT (-83.24190524444856 42.091869310277687)",300,South I-75 - Mile 28.6,I-75,S,Reverse,      28.600000000000001,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1551,2010,0,1595106,       1.799000000000000
"MULTIPOINT (-83.241608760650678 42.091931155951528)",301,North I-75 - Mile 28.6,I-75,N,Forward,      28.600000000000001,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1565,2024,0,1592010,       1.821000000000000
"MULTIPOINT (-83.377621351142864 42.093051293568948)",302,South I-275 - Mile 7.6,I-275,S,Reverse,       7.600000000000000,,ASH TWP,MONROE,BRIGHTON,UNIVERSITY,CRC MONROE,05/09/11,4042,4501,0,4301662,       7.784000000000000
"MULTIPOINT (-83.377144480604073 42.093185960660833)",303,North I-275 - Mile 7.6,I-275,N,Forward,       7.600000000000000,,ASH TWP,MONROE,BRIGHTON,UNIVERSITY,CRC MONROE,06/07/11,4159,4618,0,1228001,       8.443000000000000
"MULTIPOINT (-85.636635450961279 42.093521637308456)",304,North US-131 - Mile 24,US-131,N,Forward,      24.000000000000000,N OF XY AVE,SCHOOLCRAFT TWP,KALAMAZOO,KALAMAZOO,SOUTHWEST,MDOT KALAMAZOO,10/01/09,2535,2994,0,15007,       1.598000000000000
"MULTIPOINT (-85.636857830805425 42.093523650041583)",305,South US-131 - Mile 24,US-131,S,Reverse,      24.000000000000000,N OF XY AVE,SCHOOLCRAFT TWP,KALAMAZOO,KALAMAZOO,SOUTHWEST,MDOT KALAMAZOO,10/01/09,2516,2975,0,26010,       1.598000000000000
"MULTIPOINT (-83.241876886189814 42.094586825184933)",306,South I-75 - Mile 28.8,I-75,S,Reverse,      28.800000000000001,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1550,2009,0,1595106,       1.987000000000000
"MULTIPOINT (-83.241573153486641 42.094811998521564)",307,North I-75 - Mile 28.8,I-75,N,Forward,      28.800000000000001,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1566,2025,0,1592010,       2.020000000000000
"MULTIPOINT (-84.996963061898057 42.095254681929433)",308,North I-69 - Mile 24,I-69,N,Forward,      24.000000000000000,N OF JACKSON RD,TEKONSHA TWP,CALHOUN,MARSHALL,SOUTHWEST,CRC CALHOUN,09/01/09,2331,2790,0,1295602,       1.875000000000000
"MULTIPOINT (-84.997446814214442 42.095267714074637)",309,South I-69 - Mile 24,I-69,S,Reverse,      24.000000000000000,N OF JACKSON RD,TEKONSHA TWP,CALHOUN,MARSHALL,SOUTHWEST,CRC CALHOUN,09/01/09,2819,3278,0,1295601,       1.866000000000000
"MULTIPOINT (-83.377681146860851 42.095977664534317)",310,South I-275 - Mile 7.8,I-275,S,Reverse,       7.800000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1375,1834,0,1607610,       0.143000000000000
"MULTIPOINT (-83.377209061998457 42.09609431019436)",311,North I-275 - Mile 7.8,I-275,N,Forward,       7.800000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1449,1908,0,1607208,       0.151000000000000
"MULTIPOINT (-83.241839025024063 42.097498606779304)",312,South I-75 - Mile 29.0,I-75,S,Reverse,      29.000000000000000,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1549,2008,0,1595106,       2.188000000000000
"MULTIPOINT (-83.241536833528258 42.097621356238093)",313,North I-75 - Mile 29.0,I-75,N,Forward,      29.000000000000000,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1567,2026,0,1592010,       2.214000000000000
"MULTIPOINT (-86.404242173298158 42.09828903127201)",314,East I-94 - Mile 31,I-94,E,Forward,      31.000000000000000,W OF EMPIRE AVE,BENTON TWP,BERRIEN,COLOMA,SOUTHWEST,MDOT COLOMA,10/27/09,2275,2734,0,1360804,      30.994000000000000
"MULTIPOINT (-86.40453095061207 42.098392725018059)",315,West I-94 - Mile 31,I-94,W,Reverse,      31.000000000000000,W OF EMPIRE AVE,BENTON TWP,BERRIEN,COLOMA,SOUTHWEST,MDOT COLOMA,10/27/09,2758,3217,0,1360802,      30.998000000000001
"MULTIPOINT (-83.377744908806974 42.098901755280622)",316,South I-275 - Mile 8.0,I-275,S,Reverse,       8.000000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1374,1833,0,1607610,       0.345000000000000
"MULTIPOINT (-83.377262081316729 42.098947378841132)",317,North I-275 - Mile 8.0,I-275,N,Forward,       8.000000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1450,1909,0,1607208,       0.348000000000000
"MULTIPOINT (-83.241781680233629 42.100485240699449)",318,South I-75 - Mile 29.2,I-75,S,Reverse,      29.199999999999999,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1548,2007,0,1595106,       2.394000000000000
"MULTIPOINT (-83.24149939656516 42.100622847652296)",319,North I-75 - Mile 29.2,I-75,N,Forward,      29.199999999999999,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1568,2027,0,1592010,       2.421000000000000
"MULTIPOINT (-83.37782743481219 42.101803034655298)",320,South I-275 - Mile 8.2,I-275,S,Reverse,       8.199999999999999,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1373,1832,0,1607610,       0.545000000000000
"MULTIPOINT (-83.377349653586748 42.101846478949888)",321,North I-275 - Mile 8.2,I-275,N,Forward,       8.199999999999999,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1451,1910,0,1607208,       0.548000000000000
"MULTIPOINT (-83.241745406647325 42.103385599074819)",322,South I-75 - Mile 29.4,I-75,S,Reverse,      29.399999999999999,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1547,2006,0,1595106,       2.594000000000000
"MULTIPOINT (-83.241464159894974 42.103523132342829)",323,North I-75 - Mile 29.4,I-75,N,Forward,      29.399999999999999,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1569,2028,0,1592010,       2.621000000000000
"MULTIPOINT (-83.680792205945039 42.103921423769869)",324,South US-23 - Mile 27,US-23,S,Reverse,      27.000000000000000,South US-23 - Mile 27,YORK TWP,WASHTENAW,BRIGHTON,UNIVERSITY,CRC WASHTENAW,02/14/11,3154,3613,0,1431603,       1.480000000000000
"MULTIPOINT (-83.68059177042511 42.104180859024851)",325,North US-23 - Mile 27,US-23,N,Forward,      27.000000000000000,North US-23 - Mile 27,YORK TWP,WASHTENAW,BRIGHTON,UNIVERSITY,CRC WASHTENAW,02/14/11,3206,3665,0,1431202,       1.497000000000000
"MULTIPOINT (-83.377892123136519 42.104689317742952)",326,South I-275 - Mile 8.4,I-275,S,Reverse,       8.400000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1372,1831,0,1607610,       0.744000000000000
"MULTIPOINT (-83.377414386972518 42.104775723784996)",327,North I-275 - Mile 8.4,I-275,N,Forward,       8.400000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1452,1911,0,1607208,       0.750000000000000
"MULTIPOINT (-85.637104032728544 42.106145188926583)",328,South US-131 - Mile 25,US-131,S,Reverse,      25.000000000000000,S OF R R TRACKS (SCL SCHOOLCRAFT),SCHOOLCRAFT TWP,KALAMAZOO,KALAMAZOO,SOUTHWEST,MDOT KALAMAZOO,10/01/09,2403,2862,0,26010,       2.469000000000000
"MULTIPOINT (-83.241718733336199 42.106271605053877)",329,South I-75 - Mile 29.6,I-75,S,Reverse,      29.600000000000001,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1546,2005,0,1595106,       2.793000000000000
"MULTIPOINT (-83.241427058892441 42.106394407849152)",330,North I-75 - Mile 29.6,I-75,N,Forward,      29.600000000000001,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1570,2029,0,1592010,       2.819000000000000
"MULTIPOINT (-83.377954034255396 42.107543541437742)",331,South I-275 - Mile 8.6,I-275,S,Reverse,       8.600000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1371,1830,0,1607610,       0.941000000000000
"MULTIPOINT (-83.377477459675788 42.107662139766255)",332,North I-275 - Mile 8.6,I-275,N,Forward,       8.600000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1453,1912,0,1607208,       0.949000000000000
"MULTIPOINT (-85.637069181026121 42.106825854528999,-85.637069181026121 42.106825854528999)",333,North US-131 - Mile 25,US-131,N,Forward,      25.000000000000000,S OF R R TRACKS (SCL SCHOOLCRAFT),SCHOOLCRAFT TWP,KALAMAZOO,KALAMAZOO,SOUTHWEST,MDOT KALAMAZOO,10/01/09,2588,3047,0,15007,       2.516000000000000
"MULTIPOINT (-83.241678570124634 42.109215557298604)",334,South I-75 - Mile 29.8,I-75,S,Reverse,      29.800000000000001,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1545,2004,0,1595106,       2.996000000000000
"MULTIPOINT (-83.241389389340213 42.109309184032853)",335,North I-75 - Mile 29.8,I-75,N,Forward,      29.800000000000001,,BROWNSTOWN TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1571,2030,0,1592010,       3.020000000000000
"MULTIPOINT (-84.99592921702569 42.109848011459036)",336,South I-69 - Mile 25,I-69,S,Reverse,      25.000000000000000,"EXIT 25, M-60 (TEKONSHA) EXIT RAMP 025C",TEKONSHA TWP,CALHOUN,MARSHALL,SOUTHWEST,CRC CALHOUN,09/01/09,2730,3189,0,1295601,       2.875000000000000
"MULTIPOINT (-84.995460412885919 42.10995094700526)",337,North I-69 - Mile 25,I-69,N,Forward,      25.000000000000000,"EXIT 25, M-60 (TEKONSHA) ENTRANCE RAMP 025B",TEKONSHA TWP,CALHOUN,MARSHALL,SOUTHWEST,CRC CALHOUN,09/01/09,2330,2789,0,1295602,       2.892000000000000
"MULTIPOINT (-83.377541170384845 42.110562155447184)",338,North I-275 - Mile 8.8,I-275,N,Forward,       8.800000000000001,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1454,1913,0,1607208,       1.149000000000000
"MULTIPOINT (-86.396015713820816 42.111376549004369)",339,East I-94 - Mile 32,I-94,E,Forward,      32.000000000000000,E OF BRITAIN AVE,BENTON TWP,BERRIEN,COLOMA,SOUTHWEST,MDOT COLOMA,10/27/09,2274,2733,0,1360804,      31.991000000000000
"MULTIPOINT (-86.396328050693597 42.111487931596315)",340,West I-94 - Mile 32,I-94,W,Reverse,      32.000000000000000,E OF BRITAIN AVE,BENTON TWP,BERRIEN,COLOMA,SOUTHWEST,MDOT COLOMA,10/27/09,2671,3130,0,1360802,      31.995000000000001
"MULTIPOINT (-83.241643451248549 42.112098322882531)",341,South I-75 - Mile 30.0,I-75,S,Reverse,      30.000000000000000,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1544,2003,0,1595106,       3.195000000000000
"MULTIPOINT (-83.241351537506048 42.112179535240223)",342,North I-75 - Mile 30.0,I-75,N,Forward,      30.000000000000000,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1572,2031,0,1592010,       3.218000000000000
"MULTIPOINT (-83.378077948506771 42.11332522189646)",343,South I-275 - Mile 9.0,I-275,S,Reverse,       9.000000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1370,1829,0,1607610,       1.340000000000000
"MULTIPOINT (-83.377606072360734 42.113474214983697)",344,North I-275 - Mile 9.0,I-275,N,Forward,       9.000000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1455,1914,0,1607208,       1.350000000000000
"MULTIPOINT (-83.241607498978524 42.114993821689431)",345,South I-75 - Mile 30.2,I-75,S,Reverse,      30.199999999999999,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1543,2002,0,1595106,       3.395000000000000
"MULTIPOINT (-83.241315044724999 42.115108961633332)",346,North I-75 - Mile 30.2,I-75,N,Forward,      30.199999999999999,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1573,2032,0,1592010,       3.420000000000000
"MULTIPOINT (-83.378215632100819 42.11634550050595)",347,South I-275 - Mile 9.2,I-275,S,Reverse,       9.199999999999999,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1369,1828,0,1607610,       1.548000000000000
"MULTIPOINT (-83.377732541501032 42.116338626912118)",348,North I-275 - Mile 9.2,I-275,N,Forward,       9.199999999999999,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1456,1915,0,1607208,       1.548000000000000
"MULTIPOINT (-83.241571298413376 42.117908826088168)",349,South I-75 - Mile 30.4,I-75,S,Reverse,      30.399999999999999,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1542,2001,0,1595106,       3.596000000000000
"MULTIPOINT (-83.682844279294486 42.1179458795743)",350,South US-23 - Mile 28,US-23,S,Reverse,      28.000000000000000,South US-23 - Mile 28,YORK TWP,WASHTENAW,BRIGHTON,UNIVERSITY,CRC WASHTENAW,02/14/11,3153,3612,0,1431603,       2.466000000000000
"MULTIPOINT (-83.241278735773832 42.118023101081675)",351,North I-75 - Mile 30.4,I-75,N,Forward,      30.399999999999999,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1574,2033,0,1592010,       3.621000000000000
"MULTIPOINT (-83.682505036594648 42.118112046888271)",352,North US-23 - Mile 28,US-23,N,Forward,      28.000000000000000,North US-23 - Mile 28,YORK TWP,WASHTENAW,BRIGHTON,UNIVERSITY,CRC WASHTENAW,02/14/11,3207,3666,0,1431202,       2.475000000000000
"MULTIPOINT (-83.378787009753481 42.119121822588049)",353,South I-275 - Mile 9.4,I-275,S,Reverse,       9.400000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1368,1827,0,1607610,       1.742000000000000
"MULTIPOINT (-83.378316686549311 42.119188885478437)",354,North I-275 - Mile 9.4,I-275,N,Forward,       9.400000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1457,1916,0,1607208,       1.747000000000000
"MULTIPOINT (-83.241535634051104 42.120780320679394)",355,South I-75 - Mile 30.6,I-75,S,Reverse,      30.600000000000001,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1541,2000,0,1595106,       3.794000000000000
"MULTIPOINT (-83.241243325237477 42.120864744862139)",356,North I-75 - Mile 30.6,I-75,N,Forward,      30.600000000000001,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1575,2034,0,1592010,       3.817000000000000
"MULTIPOINT (-83.379829719655845 42.121898122179154)",357,South I-275 - Mile 9.6,I-275,S,Reverse,       9.600000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1367,1826,0,1607610,       1.941000000000000
"MULTIPOINT (-83.379363049052685 42.12198188005371)",358,North I-275 - Mile 9.6,I-275,N,Forward,       9.600000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1458,1917,0,1607208,       1.947000000000000
"MULTIPOINT (-86.385112263501838 42.123100044205685)",359,East I-94 - Mile 33,I-94,E,Forward,      33.000000000000000,W OF TERRITORIAL RD,BENTON TWP,BERRIEN,COLOMA,SOUTHWEST,MDOT COLOMA,10/28/09,2273,2732,0,1360804,      32.988999999999997
"MULTIPOINT (-86.385306154376522 42.123271029168357)",360,West I-94 - Mile 33,I-94,W,Reverse,      33.000000000000000,W OF TERRITORIAL RD,BENTON TWP,BERRIEN,COLOMA,SOUTHWEST,MDOT COLOMA,10/28/09,2561,3020,0,1360802,      33.000000000000000
"MULTIPOINT (-83.241478952865776 42.123748793396878)",361,North/South I-75 - Mile 30.8,I-75,S,Reverse,      30.800000000000001,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1540,251,2,1595106,       3.999000000000000
"MULTIPOINT (-83.241208910822508 42.12375449059018)",362,North/South I-75 - Mile 30.8,I-75,N,Forward,      30.800000000000001,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1540,1999,1,1592010,       4.017000000000000
"MULTIPOINT (-85.637202568852345 42.123864548098716)",363,North US-131 - Mile 26,US-131,N,Forward,      26.000000000000000,N OF LYON ST (NCL SCHOOLCRAFT),SCHOOLCRAFT TWP,KALAMAZOO,KALAMAZOO,SOUTHWEST,MDOT KALAMAZOO,10/01/09,2507,2966,0,15007,       3.693000000000000
"MULTIPOINT (-85.637475478672286 42.123867350115653)",364,South US-131 - Mile 26,US-131,S,Reverse,      26.000000000000000,N OF LYON ST (NCL SCHOOLCRAFT),SCHOOLCRAFT TWP,KALAMAZOO,KALAMAZOO,SOUTHWEST,MDOT KALAMAZOO,10/01/09,2800,3259,0,3390106,       0.161000000000000
"MULTIPOINT (-84.995246120309062 42.124313375009287)",365,North I-69 - Mile 26,I-69,N,Forward,      26.000000000000000,S OF P DRIVE SOUTH,TEKONSHA TWP,CALHOUN,MARSHALL,SOUTHWEST,CRC CALHOUN,09/01/09,2329,2788,0,1295602,       3.883000000000000
"MULTIPOINT (-84.995677629217866 42.12431006731709)",366,South I-69 - Mile 26,I-69,S,Reverse,      26.000000000000000,S OF P DRIVE SOUTH,TEKONSHA TWP,CALHOUN,MARSHALL,SOUTHWEST,CRC CALHOUN,09/01/09,2616,3075,0,1295601,       3.873000000000000
"MULTIPOINT (-83.38092867975395 42.124650081358254)",367,South I-275 - Mile 9.8,I-275,S,Reverse,       9.800000000000001,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1366,1825,0,1607610,       2.139000000000000
"MULTIPOINT (-83.380474384661824 42.124764297374682)",368,North I-275 - Mile 9.8,I-275,N,Forward,       9.800000000000001,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1459,1918,0,1607208,       2.147000000000000
"MULTIPOINT (-83.241477850715071 42.126549013777478)",369,South I-75 - Mile 31.0,I-75,S,Reverse,      31.000000000000000,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1539,1998,0,1595106,       4.192000000000000
"MULTIPOINT (-83.241184068811691 42.126681521052276)",370,North I-75 - Mile 31.0,I-75,N,Forward,      31.000000000000000,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1576,2035,0,1592010,       4.219000000000000
"MULTIPOINT (-83.381727712471744 42.127409865107353)",371,South I-275 - Mile 10.0,I-275,S,Reverse,      10.000000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1365,1824,0,1607610,       2.334000000000000
"MULTIPOINT (-83.381286216407261 42.127629009743686)",372,North I-275 - Mile 10.0,I-275,N,Forward,      10.000000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1460,1919,0,1607208,       2.349000000000000
"MULTIPOINT (-83.241535243036964 42.12946140837483)",373,South I-75 - Mile 31.2,I-75,S,Reverse,      31.199999999999999,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1538,1997,0,1595106,       4.393000000000000
"MULTIPOINT (-83.241250071048427 42.12959211663847)",374,North I-75 - Mile 31.2,I-75,N,Forward,      31.199999999999999,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1577,2036,0,1592010,       4.420000000000000
"MULTIPOINT (-83.382008043019468 42.130351568759416)",375,South I-275 - Mile 10.2,I-275,S,Reverse,      10.199999999999999,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1364,1823,0,1607610,       2.538000000000000
"MULTIPOINT (-83.381551876307242 42.130547058510828)",376,North I-275 - Mile 10.2,I-275,N,Forward,      10.199999999999999,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1461,1920,0,1607208,       2.551000000000000
"MULTIPOINT (-83.683355054745306 42.132378740242522)",377,South US-23 - Mile 29,US-23,S,Reverse,      29.000000000000000,South US-23 - Mile 29,YORK TWP,WASHTENAW,BRIGHTON,UNIVERSITY,CRC WASHTENAW,02/14/11,3152,3611,0,1431603,       3.462000000000000
"MULTIPOINT (-83.241611302127382 42.132388375328503)",378,South I-75 - Mile 31.4,I-75,S,Reverse,      31.399999999999999,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1537,1996,0,1595106,       4.595000000000000
"MULTIPOINT (-83.241295694812763 42.132503206298026)",379,North I-75 - Mile 31.4,I-75,N,Forward,      31.399999999999999,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1578,2037,0,1592010,       4.621000000000000
"MULTIPOINT (-86.370544133698033 42.13270035011962)",380,East I-94 - Mile 34,I-94,E,Forward,      34.000000000000000,"W OF I-196, US-31",BENTON TWP,BERRIEN,COLOMA,SOUTHWEST,MDOT COLOMA,10/28/09,2272,2731,0,1360804,      33.988999999999997
"MULTIPOINT (-86.370788215314391 42.132859053849714)",381,West I-94 - Mile 34,I-94,W,Reverse,      34.000000000000000,"W OF I-196, US-31",BENTON TWP,BERRIEN,COLOMA,SOUTHWEST,MDOT COLOMA,10/28/09,2480,2939,0,1360802,      33.997000000000000
"MULTIPOINT (-83.382056659707416 42.133234451403517)",382,South I-275 - Mile 10.4,I-275,S,Reverse,      10.400000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1363,1822,0,1607610,       2.737000000000000
"MULTIPOINT (-83.38160593086991 42.133586540097589)",383,North I-275 - Mile 10.4,I-275,N,Forward,      10.400000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1462,1921,0,1607208,       2.761000000000000
"MULTIPOINT (-83.241362206828725 42.135401331129884)",384,North I-75 - Mile 31.6,I-75,N,Forward,      31.600000000000001,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1579,2038,0,1592010,       4.821000000000000
"MULTIPOINT (-83.381674308391922 42.136350283497535)",385,North I-275 - Mile 10.6,I-275,N,Forward,      10.600000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1463,1922,0,1607208,       2.952000000000000
"MULTIPOINT (-83.241730132785207 42.138211648906569)",386,South I-75 - Mile 31.8,I-75,S,Reverse,      31.800000000000001,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1536,1995,0,1595106,       4.997000000000000
"MULTIPOINT (-85.637772481898267 42.138262138271052)",387,South US-131 - Mile 27,US-131,S,Reverse,      27.000000000000000,S OF U AVE,SCHOOLCRAFT TWP,KALAMAZOO,KALAMAZOO,SOUTHWEST,MDOT KALAMAZOO,10/01/09,2678,3137,0,3390106,       1.154000000000000
"MULTIPOINT (-85.63750519594835 42.138264092244121)",388,North US-131 - Mile 27,US-131,N,Forward,      27.000000000000000,S OF U AVE,SCHOOLCRAFT TWP,KALAMAZOO,KALAMAZOO,SOUTHWEST,MDOT KALAMAZOO,10/01/09,2393,2852,0,15007,       4.687000000000000
"MULTIPOINT (-83.241435559410874 42.138313847518305)",389,North I-75 - Mile 31.8,I-75,N,Forward,      31.800000000000001,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1580,2039,0,1592010,       5.022000000000000
"MULTIPOINT (-84.994035865960583 42.138601000131942)",390,North I-69 - Mile 27,I-69,N,Forward,      27.000000000000000,N OF P DRIVE SOUTH,TEKONSHA TWP,CALHOUN,MARSHALL,SOUTHWEST,CRC CALHOUN,09/01/09,2328,2787,0,1295602,       4.876000000000000
"MULTIPOINT (-84.994972999729569 42.13882915616356)",391,South I-69 - Mile 27,I-69,S,Reverse,      27.000000000000000,N OF P DRIVE SOUTH,TEKONSHA TWP,CALHOUN,MARSHALL,SOUTHWEST,CRC CALHOUN,09/01/09,2537,2996,0,1295601,       4.878000000000000
"MULTIPOINT (-83.382223608906472 42.139117739820712)",392,South I-275 - Mile 10.8,I-275,S,Reverse,      10.800000000000001,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,05/09/11,1362,1821,0,1607610,       3.143000000000000
"MULTIPOINT (-83.381761092311606 42.139250751055002)",393,North I-275 - Mile 10.8,I-275,N,Forward,      10.800000000000001,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1464,1923,0,1607208,       3.152000000000000
"MULTIPOINT (-83.241830729723375 42.141118994977916)",394,South I-75 - Mile 32.0,I-75,S,Reverse,      32.000000000000000,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1535,1994,0,1595106,       5.198000000000000
"MULTIPOINT (-83.2415545017178 42.141169949185318)",395,North I-75 - Mile 32.0,I-75,N,Forward,      32.000000000000000,,WOODHAVEN,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,07/12/11,1581,2040,0,1592010,       5.219000000000000
"MULTIPOINT (-83.381835854551028 42.142160475837557)",396,North I-275 - Mile 11.0,I-275,N,Forward,      11.000000000000000,,HURON TWP,WAYNE,DETROIT-TAYLOR,METRO,CRC WAYNE,06/07/11,1465,1924,0,1607208,       3.353000000000000
"MULTIPOINT (-86.35641295418219 42.142713262502298)",397,East I-94 - Mile 35,I-94,E,Forward,      35.000000000000000,"E OF I-196, US-31",BENTON TWP,BERRIEN,COLOMA,SOUTHWEST,MDOT COLOMA,10/28/09,2271,2730,0,1360804,      34.991999999999997
"MULTIPOINT (-86.356639229313089 42.14292003695811)",398,West I-94 - Mile 35,I-94,W,Reverse,      35.000000000000000,"E OF I-196, US-31",BENTON TWP,BERRIEN,COLOMA,SOUTHWEST,MDOT COLOMA,10/28/09,2362,2821,0,1360802,      35.003000000000000
